snapshot_id,collect_date,mode,mode_cn,sub_mode,sub_mode_cn,phase_ver,phase_name,scope,rank,char_1_slug,char_2_slug,char_3_slug,bangboo_slug,char_1_name_cn,char_2_name_cn,char_3_name_cn,bangboo_name_cn,app_rate,avg_score,avg_score_m1,source_kind,source_file,source_url,raw_index,raw_json
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,miyabi,seed,astra-yao,sharkboo,星见 雅,「席德」,耀嘉音,鲨牙布,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,536,"{""char_one"":""miyabi"",""char_two"":""seed"",""char_three"":""astra-yao"",""bangboo"":""sharkboo"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,zhu-yuan,sunna,nicole-demara,snap,朱鸢,千夏,妮可·德玛拉,咔嚓仔,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,537,"{""char_one"":""zhu-yuan"",""char_two"":""sunna"",""char_three"":""nicole-demara"",""bangboo"":""snap"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,banyue,pulchra,astra-yao,mercury,般岳,波可娜·费雷尼,耀嘉音,「墨丘利」,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,538,"{""char_one"":""banyue"",""char_two"":""pulchra"",""char_three"":""astra-yao"",""bangboo"":""mercury"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,ye-shunguang,lucy,lucia,sprout,叶瞬光,露西亚娜·德·蒙特夫,卢西娅,芽芽,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,539,"{""char_one"":""ye-shunguang"",""char_two"":""lucy"",""char_three"":""lucia"",""bangboo"":""sprout"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,alice,burnice,nicole-demara,red-moccus,爱丽丝·泰姆菲尔德,柏妮思·怀特,妮可·德玛拉,赤红莫库斯,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,540,"{""char_one"":""alice"",""char_two"":""burnice"",""char_three"":""nicole-demara"",""bangboo"":""red-moccus"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,alice,trigger,astra-yao,bangvolver,爱丽丝·泰姆菲尔德,「扳机」,耀嘉音,左轮布,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,541,"{""char_one"":""alice"",""char_two"":""trigger"",""char_three"":""astra-yao"",""bangboo"":""bangvolver"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,ellen,trigger,nicole-demara,sharkboo,艾莲·乔,「扳机」,妮可·德玛拉,鲨牙布,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,542,"{""char_one"":""ellen"",""char_two"":""trigger"",""char_three"":""nicole-demara"",""bangboo"":""sharkboo"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,yixuan,zhao,ukinami-yuzuha,robin,仪玄,照,浮波柚叶,罗宾,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,543,"{""char_one"":""yixuan"",""char_two"":""zhao"",""char_three"":""ukinami-yuzuha"",""bangboo"":""robin"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,miyabi,seed,trigger,plugboo,星见 雅,「席德」,「扳机」,插头布,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,544,"{""char_one"":""miyabi"",""char_two"":""seed"",""char_three"":""trigger"",""bangboo"":""plugboo"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,miyabi,qingyi,ukinami-yuzuha,miss-esme,星见 雅,青衣,浮波柚叶,艾丝弥小姐,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,545,"{""char_one"":""miyabi"",""char_two"":""qingyi"",""char_three"":""ukinami-yuzuha"",""bangboo"":""miss-esme"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,yanagi,lycaon,ukinami-yuzuha,plugboo,月城 柳,冯·莱卡恩,浮波柚叶,插头布,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,546,"{""char_one"":""yanagi"",""char_two"":""lycaon"",""char_three"":""ukinami-yuzuha"",""bangboo"":""plugboo"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,evelyn,banyue,ju-fufu,birkblick,伊芙琳·舒瓦利耶,般岳,橘福福,比克布利克,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,547,"{""char_one"":""evelyn"",""char_two"":""banyue"",""char_three"":""ju-fufu"",""bangboo"":""birkblick"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,anby-demara-soldier-0,alice,ukinami-yuzuha,miss-esme,零号·安比,爱丽丝·泰姆菲尔德,浮波柚叶,艾丝弥小姐,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,548,"{""char_one"":""anby-demara-soldier-0"",""char_two"":""alice"",""char_three"":""ukinami-yuzuha"",""bangboo"":""miss-esme"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,seed,grace-howard,qingyi,plugboo,「席德」,格莉丝·霍华德,青衣,插头布,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,549,"{""char_one"":""seed"",""char_two"":""grace-howard"",""char_three"":""qingyi"",""bangboo"":""plugboo"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,yixuan,yidhari,lucia,miss-esme,仪玄,伊德海莉·墨菲,卢西娅,艾丝弥小姐,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,550,"{""char_one"":""yixuan"",""char_two"":""yidhari"",""char_three"":""lucia"",""bangboo"":""miss-esme"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,yanagi,trigger,sunna,agent-gulliver,月城 柳,「扳机」,千夏,格列佛探员,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,551,"{""char_one"":""yanagi"",""char_two"":""trigger"",""char_three"":""sunna"",""bangboo"":""agent-gulliver"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,banyue,astra-yao,caesar,excaliboo,般岳,耀嘉音,凯撒·金,圣剑布,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,552,"{""char_one"":""banyue"",""char_two"":""astra-yao"",""char_three"":""caesar"",""bangboo"":""excaliboo"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,yanagi,burnice,lighter,mercury,月城 柳,柏妮思·怀特,莱特,「墨丘利」,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,553,"{""char_one"":""yanagi"",""char_two"":""burnice"",""char_three"":""lighter"",""bangboo"":""mercury"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,yixuan,burnice,lighter,snap,仪玄,柏妮思·怀特,莱特,咔嚓仔,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,554,"{""char_one"":""yixuan"",""char_two"":""burnice"",""char_three"":""lighter"",""bangboo"":""snap"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,jane-doe,burnice,zhao,birkblick,简·杜,柏妮思·怀特,照,比克布利克,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,555,"{""char_one"":""jane-doe"",""char_two"":""burnice"",""char_three"":""zhao"",""bangboo"":""birkblick"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,alice,sunna,seth,biggest-fan,爱丽丝·泰姆菲尔德,千夏,赛斯·洛威尔,阿饭,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,556,"{""char_one"":""alice"",""char_two"":""sunna"",""char_three"":""seth"",""bangboo"":""biggest-fan"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,miyabi,harumasa,zhao,agent-gulliver,星见 雅,浅羽 悠真,照,格列佛探员,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,557,"{""char_one"":""miyabi"",""char_two"":""harumasa"",""char_three"":""zhao"",""bangboo"":""agent-gulliver"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,harumasa,qingyi,ju-fufu,plugboo,浅羽 悠真,青衣,橘福福,插头布,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,558,"{""char_one"":""harumasa"",""char_two"":""qingyi"",""char_three"":""ju-fufu"",""bangboo"":""plugboo"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,alice,pulchra,ukinami-yuzuha,miss-esme,爱丽丝·泰姆菲尔德,波可娜·费雷尼,浮波柚叶,艾丝弥小姐,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,559,"{""char_one"":""alice"",""char_two"":""pulchra"",""char_three"":""ukinami-yuzuha"",""bangboo"":""miss-esme"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,banyue,lycaon,dialyn,birkblick,般岳,冯·莱卡恩,琉音,比克布利克,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,560,"{""char_one"":""banyue"",""char_two"":""lycaon"",""char_three"":""dialyn"",""bangboo"":""birkblick"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,ju-fufu,pan-yinhu,astra-yao,belion,橘福福,潘引壶,耀嘉音,狮耶,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,561,"{""char_one"":""ju-fufu"",""char_two"":""pan-yinhu"",""char_three"":""astra-yao"",""bangboo"":""belion"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,orphie-and-magus,lighter,koleda,rocketboo,奥菲丝·马格努森 & 「鬼火」,莱特,珂蕾妲·贝洛伯格,飚速布,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,562,"{""char_one"":""orphie-and-magus"",""char_two"":""lighter"",""char_three"":""koleda"",""bangboo"":""rocketboo"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,burnice,lighter,sunna,red-moccus,柏妮思·怀特,莱特,千夏,赤红莫库斯,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,563,"{""char_one"":""burnice"",""char_two"":""lighter"",""char_three"":""sunna"",""bangboo"":""red-moccus"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,miyabi,grace-howard,soukaku,plugboo,星见 雅,格莉丝·霍华德,苍角,插头布,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,564,"{""char_one"":""miyabi"",""char_two"":""grace-howard"",""char_three"":""soukaku"",""bangboo"":""plugboo"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,harumasa,rina,astra-yao,plugboo,浅羽 悠真,亚历山德丽娜·莎芭丝缇安,耀嘉音,插头布,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,565,"{""char_one"":""harumasa"",""char_two"":""rina"",""char_three"":""astra-yao"",""bangboo"":""plugboo"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,anton,anby-demara,rina,plugboo,安东·伊万诺夫,安比·德玛拉,亚历山德丽娜·莎芭丝缇安,插头布,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,566,"{""char_one"":""anton"",""char_two"":""anby-demara"",""char_three"":""rina"",""bangboo"":""plugboo"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,miyabi,grace-howard,zhao,butler,星见 雅,格莉丝·霍华德,照,巴特勒,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,567,"{""char_one"":""miyabi"",""char_two"":""grace-howard"",""char_three"":""zhao"",""bangboo"":""butler"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,harumasa,ju-fufu,sunna,snap,浅羽 悠真,橘福福,千夏,咔嚓仔,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,568,"{""char_one"":""harumasa"",""char_two"":""ju-fufu"",""char_three"":""sunna"",""bangboo"":""snap"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
2.6.1,2026-02-17,sd,式舆防卫,all,全部,2.6.1,式舆防卫 2.6.1,top_combined.json,650,evelyn,pulchra,lucy,rocketboo,伊芙琳·舒瓦利耶,波可娜·费雷尼,露西亚娜·德·蒙特夫,飚速布,0.0,0,0,hf_comps,2.6.1/sd/comps/top_combined.json,https://huggingface.co/datasets/LvlUrArti/ShiyuDataProcessed/resolve/main/2.6.1/sd/comps/top_combined.json,569,"{""char_one"":""evelyn"",""char_two"":""pulchra"",""char_three"":""lucy"",""bangboo"":""rocketboo"",""app_rate"":0.0,""rank"":650,""avg_round"":0,""avg_round_m1"":0}"
